location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:164,Lass mich in Ruhe! Ich mach' ja schon ...,不要管我！我要走了．．．,,,DIA_Harlok_Angry_01_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:33,Wer bist du?,你是谁？,,,Nov_1371_BaalNetbek_CRAZY.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:43,Wer bist du?,你是谁？,,,Nov_1371_BaalNetbek_CRAZY_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:44,"Ich bin der Guru, ich bin der Guru des Sumpfes. Meine Diener nennen mich Baal Netbek.",我是导师，沼泽地的导师。我的仆人们叫我巴尔．奈特伯克。,,,Nov_1371_BaalNetbek_CRAZY_Info_03_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:45,Diener? Ich sehe keine Diener!,仆人们？我没看见一个仆人！,,,Nov_1371_BaalNetbek_CRAZY_Info_15_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:46,Sie sind hier überall. Die Bäume! Sie wandern und springen und tanzen...,他们无处不在。那些树！它们走着、跳着、舞着．．．,,,Nov_1371_BaalNetbek_CRAZY_Info_03_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:47,"...ach so, na ich geh dann mal wieder...",．．．噢，我明白了，我会马上出发．．．,,,Nov_1371_BaalNetbek_CRAZY_Info_15_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:48,"Warte, du kannst mir helfen, diesen Sumpf in eine gigantische Blumenwiese zu verwandeln!",等一下，你可以帮我把这片沼泽地变成一大片开满鲜花的草地！,,,Nov_1371_BaalNetbek_CRAZY_Info_03_06,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:49,"Fang am besten schon mal damit an, ich... ich komme dann später wieder.",好，你先行动吧。我．．．我稍候会回来的。,,,Nov_1371_BaalNetbek_CRAZY_Info_15_07,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:51,"Ich glaube, der Kerl bringt mich nicht wirklich weiter...",他不会带我去任何地方．．．,,,Nov_1371_BaalNetbek_CRAZY_Info_15_08,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:65,"Hey, gehts dir gut?",嘿，怎么样？,,,Nov_1371_BaalNetbek_AGAIN.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:78,"Hey, geht's dir gut?",嘿，怎么样？,,,Nov_1371_BaalNetbek_AGAIN_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:79,"Pass auf, dass du meine Bäume nicht verletzt!",注意不要伤害我的树！,,,Nov_1371_BaalNetbek_AGAIN_Info_03_02,,
,Vergiß es.,算了吧。,,FALSE,DIA_Balor_RipOff.DIA_Balor_RipOff_ForgetIt,Info_AddChoice,
,"50 sind fair - hier, nimm.",５０个很公平，这是你的东西。,,FALSE,DIA_Balor_RipOff.DIA_Balor_RipOff_Pay,Info_AddChoice,
